nominaldiameter,facilityid,capacity_notes,life,rehab_project,capacity,feet_len,material,design_link,name,comment,install_date,sliplined,maintenance,objectid,rehab_year
8,I0976_I0975,,Active,,Less than 50 pct obligated,400.33626053,PVC,,Meadow Creek Subdivision,,2014,,City of Bozeman,4412,
8,I0975_I0974,,Active,,Less than 50 pct obligated,362.43263271,PVC,,Meadow Creek Subdivision,,2014,,City of Bozeman,4413,
8,M0358_M0359,,Active,,Less than 50 pct obligated,301.40455295,PVC,,Westbrook Subdivision,,2015,,City of Bozeman,4414,
8,M0359_M0360,,Active,,Less than 50 pct obligated,284.36338593,PVC,,Westbrook Subdivision,,2015,,City of Bozeman,4415,
8,M0360_M0361,,Active,,Less than 50 pct obligated,94.40980561,PVC,,Westbrook Subdivision,,2015,,City of Bozeman,4416,
8,M0361_M0357,,Active,,Less than 50 pct obligated,241.5585746,PVC,,Westbrook Subdivision,,2015,,City of Bozeman,4417,
8,M0357_M0354,,Active,,Less than 50 pct obligated,279.08361284,PVC,,Westbrook Subdivision,,2015,,City of Bozeman,4418,
20,I5012_I5011,,Active,,50 to 75 pct obligated,444.99870258,AC,,WPCA 125,,1969,,City of Bozeman,4421,
30,I5010_I5011,,Active,,50 to 75 pct obligated,242.42544245,AC,,WPCA 125,,1969,,City of Bozeman,4422,
30,I5011_I5025,,Active,,Greater than 75 pct obligated,451.49916258,AC,,WPCA 125,,1969,,City of Bozeman,4423,
8,C0148_C0137,,Active,,Less than 50 pct obligated,116.07133734,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4428,
8,C0137_D0157,,Active,,Less than 50 pct obligated,308.55158511,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4429,
8,C0146_C0137,,Active,,Less than 50 pct obligated,196.28229487,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4430,
8,C0143_C0141,,Active,,Less than 50 pct obligated,156.47587147,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4431,
8,C0140_C0139,,Active,,Less than 50 pct obligated,152.93211917,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4432,
8,C0141_C0140,,Active,,Less than 50 pct obligated,143.12088196,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4433,
8,C0142_C0141,,Active,,Less than 50 pct obligated,79.03263338,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4434,
8,C0144_C0139,,Active,,Less than 50 pct obligated,206.22843155,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4435,
8,C0139_C0138,,Active,,Less than 50 pct obligated,270.83101639,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4436,
8,C0145_C0138,,Active,,Less than 50 pct obligated,191.81340611,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4437,
8,C0138_C0148,,Active,,Less than 50 pct obligated,141.69344428,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4438,
8,M0352_M0302,,Active,,Less than 50 pct obligated,115.35630698,PVC,,Westbrook Subdivision,,2015,,City of Bozeman,4439,
8,J0130_J0128,,Active,,Less than 50 pct obligated,196.76604173,PVC,,Baxter Square Subdivision Phase 3,,2015,,City of Bozeman,4440,
8,J0129_J0128,,Active,,Less than 50 pct obligated,113.83783345,PVC,,Baxter Square Subdivision Phase 3,,2015,,City of Bozeman,4441,
8,J0128_J0127,,Active,,Less than 50 pct obligated,167.6332364,PVC,,Baxter Square Subdivision Phase 3,,2015,,City of Bozeman,4442,
8,J0127_J0109,,Active,,Less than 50 pct obligated,236.51379814,PVC,,Baxter Square Subdivision Phase 3,,2015,,City of Bozeman,4443,
8,K0804_K0118,,Active,,Less than 50 pct obligated,128.33955353,PVC,,Four Points Subdivision,,2015,,City of Bozeman,4444,
8,L0326_L0325,,Active,,Less than 50 pct obligated,326.41200835,PVC,,Diamond Estates Sub No2 Phase 2,,2007,,City of Bozeman,4446,
8,L0360_L0326,,Active,,Less than 50 pct obligated,153.62179298,PVC,,Diamond Estates Sub No2 Phase 2,,2007,,City of Bozeman,4447,
8,L0362_L0361,,Active,,Less than 50 pct obligated,296.08006849,PVC,,Union Pacific Condos,,2015,,City of Bozeman,4448,
8,L0361_L0360,,Active,,Less than 50 pct obligated,65.94658028,PVC,,Union Pacific Condos,,2015,,City of Bozeman,4449,
8,N0361_N0362,,Active,,Less than 50 pct obligated,222.59227174,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4450,
8,N0351_N0352,,Active,,Less than 50 pct obligated,258.73104345,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4451,
8,D0156_D0155,,Active,,Less than 50 pct obligated,271.83641447,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4452,
8,D0158_D0154,,Active,,Less than 50 pct obligated,97.80676387,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4453,
8,D0155_D0158,,Active,,Less than 50 pct obligated,18.00732814,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4454,
8,C0147_D0158,,Active,,Less than 50 pct obligated,197.78525053,PVC,,Legends at Bridger Creek II Phase 3,,2015,,City of Bozeman,4455,
8,E0503_E0504,,Active,,Less than 50 pct obligated,144.03377034,AC,,SID 426,,1962,,City of Bozeman,4456,
8,E0504_E0505,,Active,,Less than 50 pct obligated,288.76581987,AC,,SID 426,,1962,,City of Bozeman,4457,
6,F0526_F0527,"6"" or smaller main",Active,,Greater than 75 pct obligated,133.45255514,VCP,,SID 286,,1932,,City of Bozeman,4458,
6,F0527_F0528,"6"" or smaller main",Active,,Greater than 75 pct obligated,412.88374877,VCP,,1906 Original Sewer,,1906,,City of Bozeman,4459,
8,F0545_F0527,,Active,,Less than 50 pct obligated,238.45491249,PVC,,2015 Story Street Reconstruction Project,,2015,,City of Bozeman,4460,
8,E0513_E0514A,,Active,,Less than 50 pct obligated,318.94814469,PVC,,2015 Story Street Reconstruction,,2015,,City of Bozeman,4461,
8,E0514A_E0514,,Active,,Less than 50 pct obligated,34.19085131,PVC,,2015 Story Street Reconstruction Project,,2015,,City of Bozeman,4462,
8,G0863_G0857,,Active,,Less than 50 pct obligated,228.71546532,PVC,,Allison Subdivision Phase 3,,2015,,City of Bozeman,4463,
8,N0316_N0344,,Active,,Less than 50 pct obligated,233.99057978,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,4464,
8,N0344_N0317,,Active,,Less than 50 pct obligated,32.49347694,PVC,,Laurel Park Condos,,2015,,City of Bozeman,4465,
8,N0347_N0346,,Active,,Less than 50 pct obligated,94.11590345,PVC,,Laurel Park Condos,,2015,,City of Bozeman,4466,
8,N0346_N0345,,Active,,Less than 50 pct obligated,232.79031157,PVC,,Laurel Park Condos,,2015,,City of Bozeman,4467,
8,N0345_N0344,,Active,,Less than 50 pct obligated,62.17181199,PVC,,Laurel Park Condos,,2015,,City of Bozeman,4468,
8,L0370_L0369,,Active,,Less than 50 pct obligated,209.63979491,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4469,
8,L0369_L0368,,Active,,Less than 50 pct obligated,208.105418,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4470,
8,L0368_L0365,,Active,,Less than 50 pct obligated,280.60397322,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4471,
8,L0367_L0366,,Active,,Less than 50 pct obligated,215.77308854,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4472,
8,L0366_L0365,,Active,,Less than 50 pct obligated,216.62306702,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4473,
8,L0365_L0364,,Active,,Less than 50 pct obligated,310.78342796,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4474,
8,F0223_F0224,,Active,,Less than 50 pct obligated,127.76914022,PVC,,Cannery District Phase 1,,2015,,City of Bozeman,4475,
8,F0224_F0225,,Active,,Less than 50 pct obligated,181.2224893,PVC,,Cannery District Phase 1,,2015,,City of Bozeman,4476,
10,F0225_F0226,,Active,,Less than 50 pct obligated,202.97369086,PVC,,Cannery District Phase 1,,2015,,City of Bozeman,4477,
8,F0230_F0226,,Active,,Less than 50 pct obligated,179.9853124,PVC,,Cannery District Phase 1,,2015,,City of Bozeman,4478,
18,L0364_L0309,,Active,,Greater than 75 pct obligated,162.43914447,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,4479,
8,F0451_F0424,,Active,,Less than 50 pct obligated,230.99258955,PVC,,Hotel at Block G,,2014,,City of Bozeman,4480,
8,L0363_L0309,,Active,,Less than 50 pct obligated,277.77862925,PVC,,Flanders Mill Phase 1,,2015,,City of Bozeman,4481,
6,F0513_F0591,"6"" or smaller main",Removed,,Greater than 75 pct obligated,217.75209454,VCP,,Original Sewer,,1914,,City of Bozeman,4482,
8,F0592_F0591,,Active,,Less than 50 pct obligated,43.13046811,PVC,,Longfellow Sewer,,2015,,City of Bozeman,4483,
6,F0591_F0514,"6"" or smaller main",Removed,,Greater than 75 pct obligated,67.47930699,VCP,,Original Sewer,,1904,,City of Bozeman,4484,
10,F0226_F0227,,Active,,Less than 50 pct obligated,403.79118422,PVC,,Cannery District Phase 1,,2015,,City of Bozeman,4485,
10,F0227_F0350,,Active,,Less than 50 pct obligated,148.27146533,PVC,,Cannery District Phase 1,,2015,,City of Bozeman,4486,
8,D0422_D0404,,Active,,Less than 50 pct obligated,121.1752925,VCP,,SID 454,,UNK,,City of Bozeman,4487,
8,J0038_J0088,,Active,,Less than 50 pct obligated,45.08534346,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,4488,
8,J0088_J0037,,Active,,Less than 50 pct obligated,140.33841597,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,4489,
8,J0135_J0134,,Active,,Less than 50 pct obligated,57.96313766,PVC,,Cattail Properties,,2015,,City of Bozeman,4490,
8,J0134_J0132,,Active,,Less than 50 pct obligated,183.10610107,PVC,,Cattail Properties,,2015,,City of Bozeman,4491,
8,J0132_J0089,,Active,,Less than 50 pct obligated,112.81377862,PVC,,Cattail Properties,,2015,,City of Bozeman,4492,
8,J0089_J0088,,Active,,Less than 50 pct obligated,118.07551467,PVC,,Cattail Properties,,2015,,City of Bozeman,4493,
8,J0133_J0134,,Active,,Less than 50 pct obligated,283.9295905,PVC,,Cattail Properties,,2015,,City of Bozeman,4494,
8,J0131_J0089,,Active,,Less than 50 pct obligated,350.65853498,PVC,,Cattail Properties,,2015,,City of Bozeman,4495,
8,M0412_M0413,,Active,,Less than 50 pct obligated,50.23155112,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4496,
8,M0413_M0407,,Active,,Less than 50 pct obligated,300.79789772,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4497,
8,M0410_M0408,,Active,,Less than 50 pct obligated,281.25403269,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4498,
8,M0408_M0407,,Active,,Less than 50 pct obligated,250.66837373,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4499,
8,M0411_M0412,,Active,,Less than 50 pct obligated,312.50214359,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4500,
8,M0407_M0406,,Active,,Less than 50 pct obligated,173.00860257,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4501,
8,M0405_M0404,,Active,,Less than 50 pct obligated,138.53548374,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4502,
8,M0403_M0404,,Active,,Less than 50 pct obligated,87.9284422,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4503,
8,M0404_N0411,,Active,,Less than 50 pct obligated,170.50752583,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4504,
8,N0411_N0410,,Active,,Less than 50 pct obligated,18.50106988,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4505,
8,N0410_N0409,,Active,,Less than 50 pct obligated,18.48739004,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4506,
8,N0409_N0408,,Active,,Less than 50 pct obligated,195.1216521,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4507,
8,N0412_N0408,,Active,,Less than 50 pct obligated,171.04914702,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4508,
8,M0406_N0412,,Active,,Less than 50 pct obligated,260.66290519,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4509,
8,N0408_N0407,,Active,,Less than 50 pct obligated,200.31476074,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4510,
8,N0407_N0406,,Active,,Less than 50 pct obligated,199.1164764,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4511,
8,N0404_N0403,,Active,,Less than 50 pct obligated,149.37804735,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4512,
8,N0403_N0402,,Active,,Less than 50 pct obligated,84.29098462,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4513,
8,N0402_N0401,,Active,,Less than 50 pct obligated,97.88415224,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4514,
8,N0401_N0328,,Active,,Less than 50 pct obligated,299.87912821,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4515,
8,J0136_J0131,,Active,,Less than 50 pct obligated,243.87424768,PVC,,Cattail Properties,,2015,,City of Bozeman,4516,
8,J0480_J0451,,Active,,Less than 50 pct obligated,231.19036779,PVC,,Westglen Subdivision,,2002,,City of Bozeman,4517,
8,J0451_J0455,,Active,,Less than 50 pct obligated,157.94015979,PVC,,North Meadows,,1997,,City of Bozeman,4518,
18,L0310_L0364,,Active,,Greater than 75 pct obligated,85.68403857,PVC,http://weblink.bozeman.net/WebLink8/0/doc/194739/Electronic.aspx,Valley West,,2007,,City of Bozeman,4519,
8,STUBS_G0682,,Active,,Less than 50 pct obligated,82.34932396,VCP,,,,1948,,City of Bozeman,4520,
6,STUBW_D0521,"6"" or smaller main",Active,,Greater than 75 pct obligated,276.7693866,VCP,,,,UNK,,City of Bozeman,4521,
10,F0430_F0431,,Active,2013 Sewer Rehabilitation Project,Less than 50 pct obligated,200.86959589,VCP,,1917 - 2013 Sewer Rehab,,1917,YES,City of Bozeman,4522,2013
6,F0431_F0438,"6"" or smaller main",Active,,Greater than 75 pct obligated,579.43405782,VCP,,Original Sewer,Split flow,UNK,,City of Bozeman,4523,
10,F0431_F0432,,Active,2013 Sewer Rehabilitation Project,Less than 50 pct obligated,381.01989011,VCP,,1917 - 2013 Sewer Rehab,Split flow,1917,YES,City of Bozeman,4524,2013
10,F0432_F0433,,Active,2013 Sewer Rehabilitation Project,Less than 50 pct obligated,179.74560205,VCP,,1917 - 2013 Sewer Rehab,Split flow,1917,YES,City of Bozeman,4525,2013
10,F0432_F0439,,Active,,Less than 50 pct obligated,591.56247897,VCP,,Original Sewer,Split flow,UNK,,City of Bozeman,4526,
8,M0409_M0408,,Active,,Less than 50 pct obligated,64.85930019,PVC,,The Lakes at Valley West Sub Phase 1 & 2,,2015,,City of Bozeman,4527,
8,G0501_G0507,,Active,,Less than 50 pct obligated,130.14078615,AC,,WPCA 125,Split flow,1969,,,4528,
6,G0609_G0501,"6"" or smaller main",Active,,Greater than 75 pct obligated,214.15349771,VCP,,MSU,,1946,,MSU,4529,
8,D0627_D0626,,Active,,Less than 50 pct obligated,75.6109187,PVC,,Bozeman Deaconess MOB5,,2015,,City of Bozeman,4530,
8,D0626_D0625,,Active,,Less than 50 pct obligated,86.3970831,PVC,,Bozeman Deaconess MOB5,,2015,,City of Bozeman,4531,
8,D0625_D0624,,Active,,Less than 50 pct obligated,186.82328901,PVC,,Bozeman Deaconess MOB5,,2015,,City of Bozeman,4532,
8,D0624_D0603,,Active,,Less than 50 pct obligated,88.44898977,PVC,,Bozeman Deaconess MOB5,,2015,,City of Bozeman,4533,
8,J0490_J0491,,Active,,Less than 50 pct obligated,139.81311311,PVC,,Valley Meadows Subdivision,,2015,,City of Bozeman,4534,
8,J0491_J0492,,Active,,Less than 50 pct obligated,423.24242508,PVC,,Valley Meadows Subdivision,,2015,,City of Bozeman,4535,
8,J0492_J0493,,Active,,Less than 50 pct obligated,372.34606638,PVC,,Valley Meadows Subdivision,,2015,,City of Bozeman,4536,
8,STUBW_F0773,,Active,,Less than 50 pct obligated,30.19114303,PVC,,SID 511,,1972,,City of Bozeman,4537,
8,STUBE_F0773,,Active,,Less than 50 pct obligated,45.36464636,PVC,,SID 511,,1972,,City of Bozeman,4538,
10,G0733_G0735,,Active,,Less than 50 pct obligated,198.08705989,PVC,,NAIC - Offsite Sewer,MSU responsibility,2016,,City of Bozeman,4539,
10,G0735_G0734,,Active,,Less than 50 pct obligated,33.14044785,PVC,,NAIC - Offsite Sewer,,2016,,City of Bozeman,4540,
10,G0734_F0790,,Active,,Less than 50 pct obligated,191.17343471,PVC,,NAIC - Offsite Sewer,,2016,,City of Bozeman,4541,
10,F0790_F0788,,Active,,Less than 50 pct obligated,151.68284624,PVC,,NAIC - Offsite Sewer,,2016,,City of Bozeman,4542,
10,F0788_F0789,,Active,,Less than 50 pct obligated,60.09638688,PVC,,NAIC - Offsite Sewer,,2016,,City of Bozeman,4543,
10,F0789_F0608,,Active,,Less than 50 pct obligated,303.22746106,PVC,,NAIC - Offsite Sewer,,2016,,City of Bozeman,4544,
10,G0736_G0733,,Active,,Less than 50 pct obligated,372.23670355,PVC,,NAIC - Offsite Sewer,MSU responsibility,2016,,City of Bozeman,4545,
8,G0732_G0667,,Active,,Less than 50 pct obligated,60.91616725,PVC,,South 5th Extension,,2013,,City of Bozeman,4546,
10,G0737_G0736,,Active,,Less than 50 pct obligated,122.22778636,PVC,,NAIC - Offsite Sewer,MSU responsibility,2016,,MSU,4547,
8,I0979_I0978,,Active,,Less than 50 pct obligated,141.06731915,PVC,,Southbridge - Realignment of S 23rd,,2014,,City of Bozeman,4548,
8,I0981_I0980,,Active,,Less than 50 pct obligated,277.24221671,PVC,,Southbridge - Realignment of S. 23rd,,2016,,City of Bozeman,4549,
8,I0980_I0979,,Active,,Less than 50 pct obligated,274.2768033,PVC,,Southbridge - Realignment of S. 23rd,,2016,,City of Bozeman,4550,
21,I0830_I0829,,Active,,Less than 50 pct obligated,342.4001546,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4551,
21,I0829_I0828,,Active,,Less than 50 pct obligated,401.66311329,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4552,
21,I0828_I0827,,Active,,Less than 50 pct obligated,351.02652359,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4553,
21,I0827_I0826,,Active,,Less than 50 pct obligated,311.20138917,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4554,
21,I0826_I0825,,Active,,Less than 50 pct obligated,433.66037679,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4555,
21,I0825_J0805,,Active,,Less than 50 pct obligated,375.90312242,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4556,
8,J00494_J00495,,Active,,Less than 50 pct obligated,215.08019808,PVC,,Pine Meadows Subdivision,,2016,,City of Bozeman,4557,
8,J00495_J00496,,Active,,Less than 50 pct obligated,348.08846982,PVC,,Pine Meadows Subdivision,,2016,,City of Bozeman,4558,
8,J00496_J00497,,Active,,Less than 50 pct obligated,385.22404842,PVC,,Pine Meadows,,2016,,City of Bozeman,4559,
8,J00497_J00498,,Active,,Less than 50 pct obligated,270.33519512,PVC,,Pine Meadows Subdivision,,2016,,City of Bozeman,4560,
8,J00498_J00499,,Active,,Less than 50 pct obligated,72.55687157,PVC,,Pine Meadows Subdivision,,2016,,City of Bozeman,4561,
8,STUBS_J03114,,Active,,Less than 50 pct obligated,43.90756421,PVC,,Durston Road Improvements,,2005,,City of Bozeman,4562,
8,STUBE_G0518,,Active,,Less than 50 pct obligated,47.0539043,VCP,,,,UNK,,City of Bozeman,4563,
8,STUBE_H0101,,Active,,Less than 50 pct obligated,247.50539126,PVC,,,,2016,,City of Bozeman,4564,
6,STUBS_H0409,"6"" or smaller main",Active,,Greater than 75 pct obligated,31.38034078,VCP,,,,1966,,City of Bozeman,4565,
18,I0837_I0836,,Active,,Less than 50 pct obligated,458.11683965,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4566,
18,I0836_I0835,,Active,,Less than 50 pct obligated,489.48051507,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4567,
18,I0835_I0834,,Active,,Less than 50 pct obligated,339.97472962,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4568,
18,I0834_I0833,,Active,,Less than 50 pct obligated,466.5681389,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4569,
18,I0833_I0832,,Active,,Less than 50 pct obligated,492.14924724,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4570,
18,I0832_I0831,,Active,,Less than 50 pct obligated,376.10051185,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4571,
21,I0831_I0830,,Active,,Less than 50 pct obligated,374.64645232,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4572,
8,STUBE_I0836,,Active,,Less than 50 pct obligated,63.19852275,PVC,,Yellowstone Theological Institute,,2016,,City of Bozeman,4573,
6,E0456_E0404,"6"" or smaller main",Active,,Greater than 75 pct obligated,451.19333453,VCP,,SID 174,Split flow,1919,,City of Bozeman,4574,
8,E0410_E0456,,Active,,Less than 50 pct obligated,379.06652897,VCP,,1910 Original Sewer,,1910,,City of Bozeman,4575,
6,E0417_E0456,"6"" or smaller main",Active,,Greater than 75 pct obligated,445.31582887,VCP,,SID 174,,1919,,City of Bozeman,4576,
8,E0456_E0457,,Active,,Less than 50 pct obligated,383.4820782,PVC,,Wallace Street Reconstruction,Split flow,2016,,City of Bozeman,4577,
